,subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name,authors_key,books_key
5874,Vergebung,[{'key': '/authors/OL7546206A'}],Maltagebuch für Erwachsene,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Maltagebuch für Erwachsene: Vergebung (Blumenillustrationen, Wasserfarben Fischgrätenmuster) (German Edition)'}",[{'key': '/works/OL24351246W'}],"Jun 22, 2016",['1359934065'],[11298111],Maltagebuch für Erwachsene Vergebung,['9781359934062'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:29.502887'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:29.502887'}",{'key': '/type/edition'},/books/OL32668738M,1,1,['amazon:1359934065'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668738M
5875,Positives Denken,[{'key': '/authors/OL7546206A'}],Maltagebuch für Erwachsene,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Maltagebuch für Erwachsene: Positives Denken (Blumenillustrationen, Regenbogen) (German Edition)'}",[{'key': '/works/OL24351246W'}],"Jun 21, 2016",['1359890025'],[11298110],Maltagebuch für Erwachsene Positives Denken,['9781359890023'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:15.613949'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:15.613949'}",{'key': '/type/edition'},/books/OL32668737M,1,1,['amazon:1359890025'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668737M
5876,Introspection,[{'key': '/authors/OL7546206A'}],Journal de coloration adulte,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Journal de coloration adulte: Introspection (Illustrations de safari, Chats) (French Edition)'}",[{'key': '/works/OL24350788W'}],"Jun 20, 2016",['1359849645'],[11298109],Journal de coloration adulte Introspection,['9781359849649'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:03.871585'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:03.871585'}",{'key': '/type/edition'},/books/OL32668736M,1,1,['amazon:1359849645'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668736M
5877,reflexiones históricas sobre epidemias y salud global,,Cuarenta historias para una cuarentena,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:52:43.882195'}","{'type': '/type/datetime', 'value': '2021-06-23T06:52:24.157651'}",{'key': '/type/work'},/works/OL24623222W,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/works/OL24623222W
5878,,,Cuarenta historias para una cuarentena : reflexiones históricas sobre epidemias y salud global,['Sociedad Española de Historia de la Medicina'],,,,[{'key': '/works/OL24623222W'}],2020,,[11298108],,['978-84-09-22447-0'],"{'type': '/type/datetime', 'value': '2021-06-23T06:52:43.882195'}","{'type': '/type/datetime', 'value': '2021-06-23T06:52:24.157651'}",{'key': '/type/edition'},/books/OL32668735M,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/books/OL32668735M
5879,,[{'key': '/authors/OL9171317A'}],"Studies Scientific & Social, By Alfred Russel Wallace",['Arkose Press'],554.0,hardcover,,[{'key': '/works/OL24551252W'}],"Nov 09, 2015",['1346330530'],[11298107],"Studies Scientific & Social, By Alfred Russel Wallace",['9781346330532'],"{'type': '/type/datetime', 'value': '2021-06-23T06:51:56.208542'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:56.208542'}",{'key': '/type/edition'},/books/OL32668734M,1,1,['amazon:1346330530'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9171317A,/books/OL32668734M
5880,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3802760A'}}]",The Life Of Lord Chancellor Hardwicke,,,,,,,,[11298106],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:51:49.755141'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:49.755141'}",{'key': '/type/work'},/works/OL24623221W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623221W
5881,,[{'key': '/authors/OL3802760A'}],The Life Of Lord Chancellor Hardwicke,['Arkose Press'],554.0,hardcover,,[{'key': '/works/OL24623221W'}],"Nov 09, 2015",['1346325723'],[11298106],The Life Of Lord Chancellor Hardwicke,['9781346325729'],"{'type': '/type/datetime', 'value': '2021-06-23T06:51:49.755141'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:49.755141'}",{'key': '/type/edition'},/books/OL32668733M,1,1,['amazon:1346325723'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3802760A,/books/OL32668733M
5882,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9190887A'}}]","The History of Pittsfield , Massachusetts",,,,,,,,[11298105],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:51:31.206725'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:31.206725'}",{'key': '/type/work'},/works/OL24623220W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623220W
5883,,[{'key': '/authors/OL9190887A'}],"The History of Pittsfield , Massachusetts",['Arkose Press'],558.0,hardcover,"{'type': '/type/text', 'value': 'Source title: The History of Pittsfield (Berkshire County), Massachusetts'}",[{'key': '/works/OL24623220W'}],"Nov 08, 2015",['1346273634'],[11298105],"The History of Pittsfield , Massachusetts",['9781346273631'],"{'type': '/type/datetime', 'value': '2021-06-23T06:51:31.206725'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:31.206725'}",{'key': '/type/edition'},/books/OL32668732M,1,1,['amazon:1346273634'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9190887A,/books/OL32668732M
5884,The Texts of Confucianism,"[{'key': '/authors/OL8500203A'}, {'key': '/authors/OL7547237A'}]",The Sacred Books of China,['Arkose Press'],562.0,hardcover,"{'type': '/type/text', 'value': 'Source title: The Sacred Books of China: The Texts of Confucianism'}",[{'key': '/works/OL24416416W'}],"Nov 07, 2015",['1346247390'],[11298104],The Sacred Books of China The Texts of Confucianism,['9781346247397'],"{'type': '/type/datetime', 'value': '2021-06-23T06:51:23.852738'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:23.852738'}",{'key': '/type/edition'},/books/OL32668731M,1,1,['amazon:1346247390'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL8500203A,/books/OL32668731M
5885,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9182340A'}}]",The Country of Sir Walter Scott,,,,,,,,[11298103],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:51:11.945326'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:11.945326'}",{'key': '/type/work'},/works/OL24623219W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623219W
5886,,[{'key': '/authors/OL9182340A'}],The Country of Sir Walter Scott,['Arkose Press'],564.0,hardcover,,[{'key': '/works/OL24623219W'}],"Nov 07, 2015",['1346230978'],[11298103],The Country of Sir Walter Scott,['9781346230979'],"{'type': '/type/datetime', 'value': '2021-06-23T06:51:11.945326'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:11.945326'}",{'key': '/type/edition'},/books/OL32668730M,1,1,['amazon:1346230978'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9182340A,/books/OL32668730M
5887,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:51:07.878316'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:07.878316'}",{'key': '/type/author'},/authors/OL9281188A,1,1,['amazon:1346226016'],George Phillips Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281188A
5888,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3546736A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281188A'}}]",Account of the Great Comet of 1858,,,,,,,,[11298102],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:51:07.878316'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:07.878316'}",{'key': '/type/work'},/works/OL24623218W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623218W
5889,,"[{'key': '/authors/OL3546736A'}, {'key': '/authors/OL9281188A'}]",Account of the Great Comet of 1858,['Arkose Press'],564.0,hardcover,,[{'key': '/works/OL24623218W'}],"Nov 07, 2015",['1346226016'],[11298102],Account of the Great Comet of 1858,['9781346226019'],"{'type': '/type/datetime', 'value': '2021-06-23T06:51:07.878316'}","{'type': '/type/datetime', 'value': '2021-06-23T06:51:07.878316'}",{'key': '/type/edition'},/books/OL32668729M,1,1,['amazon:1346226016'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3546736A,/books/OL32668729M
5890,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL4952699A'}}]","Public Health Papers And Reports, Volume 10",,,,,,,,[11298101],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:50:59.615930'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:59.615930'}",{'key': '/type/work'},/works/OL24623217W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623217W
5891,,[{'key': '/authors/OL4952699A'}],"Public Health Papers And Reports, Volume 10",['Arkose Press'],564.0,hardcover,,[{'key': '/works/OL24623217W'}],"Nov 07, 2015",['1346216398'],[11298101],"Public Health Papers And Reports, Volume 10",['9781346216393'],"{'type': '/type/datetime', 'value': '2021-06-23T06:50:59.615930'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:59.615930'}",{'key': '/type/edition'},/books/OL32668728M,1,1,['amazon:1346216398'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL4952699A,/books/OL32668728M
5892,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:50:56.101075'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:56.101075'}",{'key': '/type/author'},/authors/OL9281187A,1,1,['amazon:1346214611'],National Municipal League. Meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281187A
5893,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL4628959A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281187A'}}]",Proceedings Of The ... National Conference For Good City Government Held At ... Together With A Bibliography Of Municipal Government And Reform And A ... Municipal Reform Organizations In The United,,,,,,,,[11298100],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:50:56.101075'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:56.101075'}",{'key': '/type/work'},/works/OL24623216W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623216W
5894,,"[{'key': '/authors/OL4628959A'}, {'key': '/authors/OL9281187A'}]",Proceedings Of The ... National Conference For Good City Government Held At ... Together With A Bibliography Of Municipal Government And Reform And A ... Municipal Reform Organizations In The United,['Arkose Press'],562.0,hardcover,,[{'key': '/works/OL24623216W'}],"Nov 07, 2015",['1346214611'],[11298100],Proceedings Of The ... National Conference For Good City Government Held At ... Together With A Bibliography Of Municipal Government And Reform And A ... Municipal Reform Organizations In The United,['9781346214610'],"{'type': '/type/datetime', 'value': '2021-06-23T06:50:56.101075'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:56.101075'}",{'key': '/type/edition'},/books/OL32668727M,1,1,['amazon:1346214611'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL4628959A,/books/OL32668727M
5895,,[{'key': '/authors/OL5991259A'}],In the Wilds of Africa,['Arkose Press'],568.0,hardcover,,[{'key': '/works/OL24519559W'}],"Nov 06, 2015",['1346142130'],[11298099],In the Wilds of Africa,['9781346142135'],"{'type': '/type/datetime', 'value': '2021-06-23T06:50:27.089222'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:27.089222'}",{'key': '/type/edition'},/books/OL32668726M,1,1,['amazon:1346142130'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL5991259A,/books/OL32668726M
5896,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3272345A'}}]","Life of Lord Lawrence, Volumes 1-2",,,,,,,,[11298098],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:50:13.335392'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:13.335392'}",{'key': '/type/work'},/works/OL24623215W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623215W
5897,,[{'key': '/authors/OL3272345A'}],"Life of Lord Lawrence, Volumes 1-2",['Arkose Press'],570.0,hardcover,,[{'key': '/works/OL24623215W'}],"Nov 06, 2015",['134611515X'],[11298098],"Life of Lord Lawrence, Volumes 1-2",['9781346115153'],"{'type': '/type/datetime', 'value': '2021-06-23T06:50:13.335392'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:13.335392'}",{'key': '/type/edition'},/books/OL32668725M,1,1,['amazon:134611515X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3272345A,/books/OL32668725M
5898,,"[{'key': '/authors/OL7540256A'}, {'key': '/authors/OL7999407A'}, {'key': '/authors/OL7970301A'}]",Descent,['Brilliance Audio'],,audio cd,"{'type': '/type/text', 'value': 'Source title: Descent (The Steel Brothers Saga)'}",[{'key': '/works/OL24453857W'}],"Oct 20, 2020",['1713521504'],[11298097],Descent,['9781713521501'],"{'type': '/type/datetime', 'value': '2021-06-23T06:50:12.130539'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:12.130539'}",{'key': '/type/edition'},/books/OL32668724M,1,1,['amazon:1713521504'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7540256A,/books/OL32668724M
5899,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL1290127A'}}]","Proceedings Of The Royal Society Of London, Volume 43",,,,,,,,[11298096],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:50:09.804375'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:09.804375'}",{'key': '/type/work'},/works/OL24623214W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623214W
5900,,[{'key': '/authors/OL1290127A'}],"Proceedings Of The Royal Society Of London, Volume 43",['Arkose Press'],572.0,hardcover,,[{'key': '/works/OL24623214W'}],"Nov 06, 2015",['1346111219'],[11298096],"Proceedings Of The Royal Society Of London, Volume 43",['9781346111216'],"{'type': '/type/datetime', 'value': '2021-06-23T06:50:09.804375'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:09.804375'}",{'key': '/type/edition'},/books/OL32668723M,1,1,['amazon:1346111219'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL1290127A,/books/OL32668723M
5901,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:50:06.833118'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:06.833118'}",{'key': '/type/author'},/authors/OL9281186A,1,1,['amazon:2374252647'],Claire LE GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281186A
5902,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8652638A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281186A'}}]",Mission permaculture,,,,,,,,[11298095],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:50:06.833118'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:06.833118'}",{'key': '/type/work'},/works/OL24623213W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623213W
5903,,"[{'key': '/authors/OL8652638A'}, {'key': '/authors/OL9281186A'}]",Mission permaculture,['RUE ECHIQUIER'],40.0,paperback,"{'type': '/type/text', 'value': 'Source title: Mission permaculture (JE ME BOUGE POUR MA PLANETE) (French Edition)'}",[{'key': '/works/OL24623213W'}],"Mar 18, 2021",['2374252647'],[11298095],,['9782374252643'],"{'type': '/type/datetime', 'value': '2021-06-23T06:50:06.833118'}","{'type': '/type/datetime', 'value': '2021-06-23T06:50:06.833118'}",{'key': '/type/edition'},/books/OL32668722M,1,1,['amazon:2374252647'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL8652638A,/books/OL32668722M
5904,Including the Grand-Duchy of Luxembourg,[{'key': '/authors/OL6889452A'}],Belgium and Holland,['Arkose Press'],574.0,hardcover,"{'type': '/type/text', 'value': 'Source title: Belgium and Holland: Including the Grand-Duchy of Luxembourg'}",[{'key': '/works/OL24551979W'}],"Nov 05, 2015",['1346085943'],[11298094],Belgium and Holland Including the Grand-Duchy of Luxembourg,['9781346085944'],"{'type': '/type/datetime', 'value': '2021-06-23T06:49:54.363129'}","{'type': '/type/datetime', 'value': '2021-06-23T06:49:54.363129'}",{'key': '/type/edition'},/books/OL32668721M,1,1,['amazon:1346085943'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL6889452A,/books/OL32668721M
5905,,"[{'key': '/authors/OL7550984A'}, {'key': '/authors/OL7582574A'}, {'key': '/authors/OL7550985A'}]",The Works of Walter Bagehot .. Volume 1,['Arkose Press'],574.0,hardcover,,[{'key': '/works/OL24549647W'}],"Nov 05, 2015",['1346082995'],[11298093],,['9781346082998'],"{'type': '/type/datetime', 'value': '2021-06-23T06:49:50.243942'}","{'type': '/type/datetime', 'value': '2021-06-23T06:49:50.243942'}",{'key': '/type/edition'},/books/OL32668720M,1,1,['amazon:1346082995'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7550984A,/books/OL32668720M
5906,"Containing an Account of the Manners, Arts, Languages, Religions, Institutions, and Commerce of Its Inhabitants",[{'key': '/authors/OL4754807A'}],History of the Indian Archipelago,['Arkose Press'],572.0,hardcover,"{'type': '/type/text', 'value': 'Source title: History of the Indian Archipelago: Containing an Account of the Manners, Arts, Languages, Religions, Institutions, and Commerce of Its Inhabitants'}",[{'key': '/works/OL21495560W'}],"Nov 05, 2015",['1346066949'],[11298092],"History of the Indian Archipelago Containing an Account of the Manners, Arts, Languages, Religions, Institutions, and Commerce of Its Inhabitants",['9781346066943'],"{'type': '/type/datetime', 'value': '2021-06-23T06:49:39.968975'}","{'type': '/type/datetime', 'value': '2021-06-23T06:49:39.968975'}",{'key': '/type/edition'},/books/OL32668719M,1,1,['amazon:1346066949'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL4754807A,/books/OL32668719M
5907,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2623782A'}}]","The Critical Review, Or, Annals Of Literature, Volume 7",,,,,,,,[11298091],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:49:33.351394'}","{'type': '/type/datetime', 'value': '2021-06-23T06:49:33.351394'}",{'key': '/type/work'},/works/OL24623212W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623212W
5908,,[{'key': '/authors/OL2623782A'}],"The Critical Review, Or, Annals Of Literature, Volume 7",['Arkose Press'],574.0,hardcover,,[{'key': '/works/OL24623212W'}],"Nov 05, 2015",['1346058083'],[11298091],"The Critical Review, Or, Annals Of Literature, Volume 7",['9781346058085'],"{'type': '/type/datetime', 'value': '2021-06-23T06:49:33.351394'}","{'type': '/type/datetime', 'value': '2021-06-23T06:49:33.351394'}",{'key': '/type/edition'},/books/OL32668718M,1,1,['amazon:1346058083'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2623782A,/books/OL32668718M
5909,"Sermons Preached In Plymouth Church, Brooklyn, Sept., 1873-sept., 1874, Volume 4",[{'key': '/authors/OL2581382A'}],Plymouth Pulpit,['Arkose Press'],576.0,hardcover,"{'type': '/type/text', 'value': 'Source title: Plymouth Pulpit: Sermons Preached In Plymouth Church, Brooklyn, Sept., 1873-sept., 1874, Volume 4'}",[{'key': '/works/OL24393354W'}],"Nov 05, 2015",['1346034788'],[11298090],"Plymouth Pulpit Sermons Preached In Plymouth Church, Brooklyn, Sept., 1873-sept., 1874, Volume 4",['9781346034782'],"{'type': '/type/datetime', 'value': '2021-06-23T06:49:22.111775'}","{'type': '/type/datetime', 'value': '2021-06-23T06:49:22.111775'}",{'key': '/type/edition'},/books/OL32668717M,1,1,['amazon:1346034788'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2581382A,/books/OL32668717M
5910,,[{'key': '/authors/OL4273519A'}],Proceedings Of The Massachusetts Historical Society,['Arkose Press'],582.0,hardcover,,[{'key': '/works/OL22242445W'}],"Nov 04, 2015",['1345952538'],[11298089],Proceedings Of The Massachusetts Historical Society,['9781345952537'],"{'type': '/type/datetime', 'value': '2021-06-23T06:48:59.100998'}","{'type': '/type/datetime', 'value': '2021-06-23T06:48:59.100998'}",{'key': '/type/edition'},/books/OL32668716M,1,1,['amazon:1345952538'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL4273519A,/books/OL32668716M
5911,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9165263A'}}]","Report Of The Proceedings Of The ... Annual Convention Of The Master-car Builders' Association, Volume 48, Part 2",,,,,,,,[11298088],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:48:50.176446'}","{'type': '/type/datetime', 'value': '2021-06-23T06:48:50.176446'}",{'key': '/type/work'},/works/OL24623211W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623211W
5912,,[{'key': '/authors/OL9165263A'}],"Report Of The Proceedings Of The ... Annual Convention Of The Master-car Builders' Association, Volume 48, Part 2",['Arkose Press'],584.0,hardcover,,[{'key': '/works/OL24623211W'}],"Nov 04, 2015",['1345935579'],[11298088],"Report Of The Proceedings Of The ... Annual Convention Of The Master-car Builders' Association, Volume 48, Part 2",['9781345935578'],"{'type': '/type/datetime', 'value': '2021-06-23T06:48:50.176446'}","{'type': '/type/datetime', 'value': '2021-06-23T06:48:50.176446'}",{'key': '/type/edition'},/books/OL32668715M,1,1,['amazon:1345935579'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9165263A,/books/OL32668715M
